age,loan_amount,loan_tenure_months,number_of_loans,on_time_repayments_percentage,missed_payments_total,avg_monthly_electricity_units,avg_monthly_mobile_recharge,business_activity,loan_default_status
63,62008,12,1,73.32,6,328,486,Retail Shop,1
64,93419,24,4,93.86,3,305,371,Artisan,1
42,153801,12,6,97.69,2,300,186,Tailoring,0
51,55287,60,3,74.39,8,60,221,Farming,0
33,131652,12,4,86.96,7,357,739,Farming,0
27,118421,60,3,97.32,0,326,649,Handicrafts,0
30,126171,48,4,94.76,1,87,210,Handicrafts,0
26,118098,36,1,92.95,2,303,206,Tailoring,0
61,198906,36,8,97.52,1,120,365,Farming,0
40,106129,24,4,60.72,6,98,543,Artisan,0
35,97825,24,2,71.13,7,271,430,Farming,0
25,58095,24,5,92.59,3,103,425,Tailoring,0
56,163535,24,8,85.35,6,96,581,Farming,0
55,185650,36,3,97.77,1,210,477,Tailoring,0
62,191221,24,5,88.78,4,253,786,Tailoring,1
46,66533,12,7,72.54,3,228,673,Food Stall,0
59,114271,60,1,85.46,5,157,580,Farming,0
34,134895,36,6,83.11,2,303,648,Retail Shop,0
60,98892,24,6,95.08,3,361,681,Artisan,0
30,95925,12,7,75.59,2,150,681,Retail Shop,0
53,177196,12,8,90.2,3,186,205,Farming,0
56,199151,36,8,97.25,1,201,242,Tailoring,0
57,153131,12,6,82.4,10,397,795,Farming,0
24,131002,36,1,99.62,2,240,400,Food Stall,0
47,84437,24,8,84.24,3,317,184,Food Stall,0
27,59061,12,6,91.97,3,125,699,Tailoring,0
61,141221,12,7,100.0,0,278,699,Farming,0
59,55658,24,7,94.37,0,98,691,Tailoring,0
37,34121,48,3,95.73,1,384,508,Farming,1
47,194683,36,3,91.21,1,54,758,Retail Shop,0
47,180554,60,2,82.53,5,382,714,Artisan,0
43,192154,36,2,98.48,3,192,494,Food Stall,0
28,121993,60,7,84.84,8,124,506,Farming,1
56,57611,60,5,93.27,3,300,634,Farming,0
25,31877,12,4,97.19,0,229,429,Retail Shop,0
50,77696,48,8,99.89,0,397,369,Retail Shop,0
42,133060,48,7,96.78,0,182,620,Retail Shop,0
33,191495,12,8,84.78,7,204,448,Tailoring,0
27,85791,12,7,96.61,0,287,389,Farming,0
38,126693,24,1,64.05,7,382,300,Tailoring,0
32,52622,24,6,97.38,2,181,560,Artisan,0
53,149768,12,4,91.58,2,322,455,Retail Shop,0
41,110658,60,5,82.13,8,180,483,Farming,0
23,73946,60,8,95.54,2,122,526,Farming,0
33,44106,12,3,95.41,1,110,681,Farming,0
61,121015,60,4,98.25,0,350,364,Retail Shop,0
34,191250,36,1,99.32,0,354,270,Farming,0
38,123130,48,7,72.62,4,246,687,Artisan,0
65,137031,48,8,98.66,3,139,472,Food Stall,0
35,52735,60,8,75.51,7,369,195,Retail Shop,0
59,199755,24,4,77.46,6,90,405,Farming,1
49,137656,12,4,96.33,0,92,655,Food Stall,0
38,171917,60,6,92.17,1,108,650,Artisan,0
47,129587,36,4,83.09,2,144,560,Tailoring,1
55,150450,36,3,93.36,2,142,677,Artisan,0
30,125860,24,4,98.59,0,264,765,Tailoring,0
59,60385,48,4,95.69,3,55,265,Artisan,0
44,125182,60,8,83.18,8,216,794,Retail Shop,0
58,137835,24,7,96.06,2,90,536,Artisan,0
50,197531,36,1,91.83,1,356,599,Food Stall,0
61,118910,36,6,94.4,3,305,760,Handicrafts,0
23,102869,24,3,94.05,2,260,525,Tailoring,0
37,186124,24,4,90.35,2,209,274,Artisan,1
38,127050,12,3,94.05,2,304,285,Handicrafts,0
29,82470,48,7,93.93,2,186,223,Handicrafts,0
31,92897,48,8,98.82,1,148,465,Tailoring,0
46,89162,60,1,97.7,2,297,291,Handicrafts,0
44,188831,60,4,92.88,1,300,416,Farming,0
40,192173,48,6,67.81,2,328,496,Tailoring,0
35,77742,36,8,96.9,1,230,155,Tailoring,0
53,53565,12,2,90.41,1,206,537,Farming,0
56,29665,60,6,93.35,3,294,641,Tailoring,0
56,75144,12,7,92.87,7,80,328,Retail Shop,0
31,137609,24,3,98.19,3,215,361,Food Stall,0
44,100430,36,8,90.26,2,376,627,Tailoring,0
30,129872,60,5,76.93,6,175,676,Farming,1
35,184787,60,3,92.24,0,193,744,Food Stall,0
62,89640,48,3,91.53,3,249,582,Artisan,1
43,175271,24,5,98.23,3,165,538,Food Stall,0
64,150443,48,6,69.21,6,204,604,Tailoring,0
44,25894,12,1,96.73,3,343,731,Artisan,0
30,43304,60,2,94.13,2,298,410,Tailoring,0
48,170444,60,2,95.15,2,285,269,Retail Shop,0
22,181657,36,2,98.69,0,134,278,Handicrafts,0
65,159191,24,3,94.53,3,215,223,Retail Shop,0
43,121782,12,8,83.3,6,398,726,Food Stall,0
34,30676,36,4,95.65,1,150,762,Handicrafts,0
27,154968,24,1,91.48,1,104,751,Handicrafts,0
54,129794,12,3,97.34,3,367,481,Retail Shop,1
44,181611,48,6,90.78,3,261,372,Farming,0
63,197087,48,4,73.7,6,345,601,Artisan,0
52,28092,12,2,97.93,0,128,519,Farming,0
23,117928,60,4,83.29,2,292,758,Artisan,0
24,55089,24,1,95.57,0,240,376,Artisan,0
32,33596,36,1,96.9,2,385,424,Farming,0
48,198528,60,6,90.04,2,146,217,Handicrafts,1
27,40275,60,3,67.4,2,364,295,Tailoring,0
55,142070,48,1,76.23,3,344,600,Handicrafts,0
53,85716,24,6,67.86,9,198,269,Food Stall,0
50,155583,48,3,69.22,3,115,588,Artisan,0
63,72467,60,1,98.91,0,209,532,Artisan,0
52,177128,24,2,93.03,3,329,700,Food Stall,0
43,125946,48,2,98.51,2,366,795,Food Stall,0
58,198216,12,8,96.9,2,83,799,Food Stall,0
34,162676,12,3,98.02,1,332,703,Farming,0
59,39513,60,5,65.29,4,161,240,Farming,0
29,190499,36,2,99.59,3,232,755,Retail Shop,0
62,182480,60,7,95.6,0,227,750,Retail Shop,0
28,45737,12,6,99.77,3,190,304,Retail Shop,0
27,175003,12,3,98.29,0,81,155,Handicrafts,0
57,188932,36,1,91.62,10,400,725,Handicrafts,0
53,185209,36,3,99.26,3,148,534,Food Stall,0
49,60824,12,8,91.79,2,385,745,Artisan,0
56,103091,60,4,93.22,2,307,460,Food Stall,0
56,189202,60,5,76.09,10,67,456,Food Stall,0
29,104986,36,5,98.29,3,249,727,Retail Shop,0
51,63361,12,5,92.78,1,231,705,Tailoring,0
34,179143,24,8,97.5,2,286,437,Artisan,0
35,107755,12,2,96.62,1,159,315,Artisan,0
50,176264,24,7,95.4,2,295,432,Handicrafts,0
42,123658,36,3,94.55,3,56,247,Farming,0
49,66515,24,5,64.45,4,130,677,Tailoring,0
39,93514,12,1,96.74,1,369,581,Tailoring,0
33,198295,12,8,98.38,1,179,637,Retail Shop,0
57,139287,24,7,98.21,1,76,659,Food Stall,0
41,79924,36,3,63.85,7,227,407,Food Stall,0
43,124774,60,3,97.19,1,382,288,Artisan,0
56,118474,48,1,65.22,6,355,537,Food Stall,0
28,150864,24,7,96.76,1,203,479,Retail Shop,0
45,45501,48,6,93.95,0,116,566,Farming,0
58,26051,12,1,96.63,3,195,468,Farming,0
49,173929,24,8,92.06,0,375,516,Farming,0
37,36940,60,5,72.59,4,308,518,Handicrafts,0
32,84095,24,8,72.36,6,78,751,Retail Shop,0
49,96836,36,7,85.89,2,365,440,Artisan,0
59,149379,36,2,98.29,2,150,563,Artisan,0
52,90116,12,4,91.71,1,61,607,Tailoring,0
64,161570,12,4,99.28,2,276,589,Tailoring,0
33,146213,48,4,98.39,0,273,627,Tailoring,0
45,155111,12,8,77.67,10,118,580,Tailoring,0
38,45340,36,1,98.57,0,156,401,Retail Shop,0
57,120842,36,7,85.94,8,141,515,Retail Shop,0
33,171205,48,2,96.64,2,62,561,Food Stall,0
36,66708,12,7,93.06,0,381,536,Tailoring,0
64,96378,12,2,94.4,3,148,343,Retail Shop,0
26,144724,24,6,90.02,0,204,454,Food Stall,0
33,195700,48,3,90.76,0,112,612,Artisan,0
53,119437,60,2,98.98,3,228,471,Food Stall,0
42,196777,24,1,94.67,1,295,502,Retail Shop,0
38,197377,24,4,98.66,0,119,781,Retail Shop,0
38,177521,60,1,97.33,0,343,337,Artisan,0
42,179509,60,3,97.28,2,398,375,Handicrafts,0
62,136284,48,5,78.68,9,363,694,Tailoring,0
46,126473,36,5,63.49,7,168,410,Handicrafts,0
40,78259,36,2,95.27,0,367,725,Handicrafts,0
29,45889,36,8,98.41,1,316,253,Handicrafts,0
34,46132,36,6,94.61,3,361,298,Artisan,0
47,121212,24,5,92.43,3,94,179,Retail Shop,0
48,179272,36,4,95.34,0,242,254,Tailoring,0
24,188447,24,5,66.83,3,229,544,Retail Shop,0
59,123915,24,3,60.88,10,267,365,Handicrafts,0
31,121179,48,8,94.4,3,137,496,Farming,0
37,109032,12,1,87.1,9,133,538,Artisan,0
65,115016,24,8,94.13,1,327,264,Tailoring,0
52,85815,36,2,93.73,2,195,754,Artisan,0
37,159611,48,7,93.83,2,64,610,Farming,0
45,112510,36,6,71.12,2,325,182,Food Stall,0
34,135682,24,7,93.74,3,366,202,Handicrafts,0
52,150395,48,5,96.55,3,179,619,Food Stall,0
41,75274,24,4,98.62,0,230,673,Retail Shop,0
46,49655,60,8,92.5,1,179,357,Handicrafts,0
57,153503,12,6,93.98,6,193,343,Tailoring,0
51,26004,24,4,92.12,3,289,465,Retail Shop,0
23,125494,48,8,92.39,0,237,479,Food Stall,0
48,91601,60,4,66.36,8,188,373,Tailoring,1
22,165344,60,3,92.45,1,211,729,Handicrafts,0
56,68288,12,3,91.87,3,238,665,Handicrafts,1
61,186198,12,6,93.54,3,236,772,Tailoring,0
22,117221,60,4,94.88,0,243,781,Handicrafts,0
47,89997,48,8,69.83,9,79,156,Food Stall,0
53,91696,24,2,93.75,3,135,615,Tailoring,0
29,105681,36,6,76.02,3,143,309,Tailoring,0
50,152010,48,2,91.33,0,275,751,Artisan,0
24,173222,24,6,95.69,2,50,691,Retail Shop,0
34,98633,12,3,90.57,1,307,177,Farming,0
30,166651,24,2,76.0,6,342,267,Farming,0
34,121593,24,2,95.36,1,179,580,Food Stall,0
46,101603,12,2,96.8,0,206,235,Tailoring,0
50,56974,24,5,96.39,1,380,488,Retail Shop,0
30,48987,60,8,97.31,3,341,773,Retail Shop,0
35,111570,48,6,97.45,1,389,202,Retail Shop,1
52,99842,36,4,92.82,2,329,253,Food Stall,0
58,183990,36,7,92.97,3,246,213,Retail Shop,0
34,55914,12,5,92.67,3,176,215,Tailoring,0
23,194900,24,7,95.74,1,397,294,Handicrafts,0
36,150174,24,1,96.75,2,96,703,Retail Shop,0
58,104341,36,6,69.4,4,323,792,Retail Shop,0
37,58409,36,4,94.87,2,214,511,Tailoring,0
44,170063,60,8,95.86,3,324,688,Tailoring,0
53,145021,36,2,99.73,1,220,280,Food Stall,0
52,177866,12,4,97.59,0,324,229,Retail Shop,0
41,186662,60,4,94.86,1,239,713,Handicrafts,0
60,80812,48,1,90.41,3,272,346,Artisan,0
34,116077,24,1,93.69,2,210,349,Retail Shop,0
58,92193,36,5,83.37,9,364,490,Tailoring,0
35,190099,60,7,96.77,3,350,424,Artisan,0
36,86369,12,1,98.65,1,268,741,Food Stall,0
39,181181,48,4,96.03,3,116,364,Food Stall,0
39,157780,36,3,95.12,3,390,719,Tailoring,0
33,123167,48,4,94.24,3,367,786,Farming,0
33,25371,36,3,99.69,3,109,605,Food Stall,0
51,114841,24,3,90.81,0,177,752,Retail Shop,0
26,179316,48,5,92.87,0,355,535,Tailoring,0
31,44598,12,7,99.49,3,222,562,Artisan,0
43,68624,24,6,78.91,5,209,281,Food Stall,0
23,140250,48,5,91.16,3,362,647,Farming,0
64,162301,48,5,97.53,3,325,701,Farming,0
25,197320,60,2,91.9,1,369,613,Tailoring,0
33,137474,60,1,94.56,1,193,407,Artisan,0
34,71590,36,4,90.75,2,383,220,Food Stall,0
58,70589,24,3,92.74,1,146,268,Retail Shop,0
36,118664,12,3,92.82,3,385,689,Handicrafts,0
47,143106,36,7,62.02,6,51,465,Tailoring,0
36,25624,12,1,93.4,1,299,458,Food Stall,0
34,162657,36,6,99.09,2,342,601,Handicrafts,0
52,156115,60,4,73.23,6,340,766,Retail Shop,1
22,105010,60,1,71.99,6,122,176,Tailoring,0
48,86539,24,7,91.04,3,206,494,Artisan,0
25,57943,24,3,76.18,2,62,248,Retail Shop,0
28,99718,48,2,98.98,1,73,165,Handicrafts,0
64,87937,36,1,91.62,0,342,366,Tailoring,0
22,83166,24,6,91.69,2,147,729,Farming,0
26,131963,60,7,97.43,2,220,331,Food Stall,0
37,108867,48,4,90.83,1,238,359,Tailoring,0
61,91620,60,6,87.2,9,257,649,Food Stall,0
62,89671,24,5,74.82,10,147,408,Retail Shop,0
22,53024,12,5,99.2,1,135,754,Food Stall,0
49,135844,36,5,96.94,3,162,724,Handicrafts,0
39,177350,48,4,90.43,2,247,219,Food Stall,0
26,60149,36,8,96.57,1,222,599,Tailoring,0
33,57536,12,4,97.79,1,147,467,Handicrafts,0
64,100235,24,6,92.51,3,170,252,Food Stall,0
63,72384,36,1,96.29,2,126,190,Retail Shop,0
60,67519,24,1,94.05,2,284,756,Handicrafts,0
29,80419,12,1,90.1,1,248,763,Retail Shop,0
59,67855,48,1,80.5,2,327,643,Artisan,0
55,111428,36,8,98.76,2,287,235,Artisan,0
56,84201,60,4,94.74,3,392,755,Handicrafts,0
52,66519,24,6,91.97,3,384,180,Handicrafts,0
56,43893,60,4,96.81,1,282,192,Handicrafts,0
55,185166,48,5,73.86,10,252,319,Retail Shop,0
42,155823,24,2,93.87,1,310,203,Artisan,0
27,122702,60,1,97.55,2,93,428,Handicrafts,0
54,31211,12,5,95.02,3,352,625,Tailoring,0
55,155535,36,4,70.3,4,215,231,Artisan,0
53,58401,24,3,96.75,1,256,329,Tailoring,0
43,151892,60,8,95.11,3,373,748,Handicrafts,0
60,125049,12,7,73.66,4,180,361,Handicrafts,0
33,129241,36,8,96.82,2,122,444,Artisan,0
55,40560,60,7,90.88,3,173,446,Handicrafts,0
54,172355,48,7,98.52,0,123,351,Artisan,0
60,149506,60,2,94.38,2,376,237,Retail Shop,0
61,57840,60,4,97.67,3,228,689,Tailoring,0
54,160335,12,5,97.75,0,248,545,Food Stall,0
46,182243,12,2,95.59,2,307,235,Tailoring,0
44,132286,60,6,70.85,5,253,440,Handicrafts,0
23,178974,36,7,65.16,9,330,343,Food Stall,0
42,51321,60,8,74.51,8,326,532,Retail Shop,0
33,120444,12,5,83.67,8,390,358,Food Stall,0
48,33063,36,6,96.74,2,284,661,Retail Shop,0
41,123145,12,4,92.61,1,304,465,Retail Shop,0
47,40981,24,4,97.45,3,297,754,Tailoring,0
42,90931,60,4,97.62,0,250,511,Farming,0
29,161262,36,1,89.07,2,198,473,Tailoring,0
45,187537,60,5,98.69,1,242,150,Handicrafts,0
61,153622,60,7,94.23,3,328,426,Handicrafts,0
59,63436,36,3,94.13,0,244,619,Handicrafts,0
23,55496,24,8,98.78,1,375,240,Food Stall,0
25,196048,36,3,93.76,1,202,583,Handicrafts,0
39,124413,60,6,91.34,7,318,384,Tailoring,0
47,125758,48,8,99.48,3,390,514,Farming,0
56,162070,36,7,97.64,1,361,418,Farming,0
29,132798,12,7,94.93,1,362,764,Food Stall,0
37,97797,24,2,90.99,0,337,346,Handicrafts,0
27,82046,12,8,85.95,3,148,462,Food Stall,0
35,35098,48,7,91.49,2,171,443,Handicrafts,0
54,41540,36,6,99.54,0,318,600,Tailoring,0
62,115751,24,1,64.04,9,62,609,Food Stall,0
62,134937,60,6,90.4,0,199,369,Artisan,0
56,104678,48,6,90.27,1,300,323,Retail Shop,0
30,130947,12,7,98.98,2,88,206,Tailoring,0
47,185911,48,8,98.91,0,400,768,Retail Shop,0
47,161486,36,3,98.06,2,97,380,Handicrafts,0
23,78101,60,3,82.37,5,304,440,Retail Shop,0
60,134333,60,1,63.69,9,371,483,Farming,0
58,180133,36,5,94.45,2,109,619,Tailoring,0
60,193201,48,4,92.24,2,314,357,Handicrafts,0
33,127387,60,6,97.42,1,223,190,Retail Shop,0
29,177658,24,5,98.29,0,50,548,Retail Shop,0
64,121796,48,6,99.96,2,349,294,Artisan,0
59,58846,24,4,97.6,2,92,404,Retail Shop,0
59,56904,24,3,72.8,5,119,502,Handicrafts,0
50,84763,60,2,95.15,0,350,222,Handicrafts,0
61,26514,48,6,92.09,2,170,444,Handicrafts,0
50,37519,48,1,91.25,2,137,688,Tailoring,1
32,87801,36,6,99.61,0,273,688,Tailoring,0
51,196394,24,2,97.32,3,387,463,Farming,0
41,142817,36,6,96.56,0,342,252,Tailoring,0
41,168186,60,4,68.81,5,137,762,Handicrafts,0
32,84479,12,8,95.48,1,201,493,Retail Shop,0
45,191525,60,6,95.45,1,377,699,Farming,0
59,131027,24,3,94.72,2,363,386,Food Stall,0
62,169004,24,2,98.79,1,234,205,Food Stall,0
45,28361,24,5,90.57,3,227,474,Tailoring,0
48,166060,60,4,79.24,5,138,354,Retail Shop,0
39,51721,36,2,71.2,4,355,708,Tailoring,1
29,191808,36,2,90.11,1,92,214,Artisan,1
57,151679,24,4,84.63,4,160,604,Retail Shop,0
43,121004,48,4,74.84,5,382,636,Artisan,0
41,157234,12,7,92.37,3,266,391,Artisan,0
44,46793,12,1,98.02,2,127,631,Handicrafts,0
63,172949,60,2,94.78,0,202,178,Handicrafts,1
32,70045,36,8,92.4,2,168,414,Artisan,0
30,87710,12,2,99.49,3,325,326,Retail Shop,0
43,198265,12,8,91.2,1,164,630,Artisan,0
65,64711,24,7,64.65,6,77,334,Tailoring,0
43,92359,48,6,98.39,3,165,304,Food Stall,0
62,73129,60,6,90.49,0,79,567,Farming,0
34,141287,36,4,97.93,1,182,220,Farming,1
25,178160,36,6,66.8,2,168,773,Farming,0
31,41266,48,5,93.3,3,309,425,Retail Shop,0
26,175900,24,8,95.92,1,120,636,Farming,0
54,33774,12,7,92.54,0,315,298,Handicrafts,0
32,121481,24,7,97.95,3,173,792,Handicrafts,1
42,189269,48,3,91.97,1,76,787,Tailoring,1
65,105925,48,3,91.5,0,207,293,Handicrafts,0
60,65060,24,4,94.16,2,131,216,Artisan,0
43,62869,12,3,95.12,1,226,298,Artisan,0
58,143673,48,5,92.26,0,357,324,Tailoring,0
55,122210,12,4,98.17,2,194,417,Food Stall,0
53,37438,12,4,96.98,1,200,562,Handicrafts,0
27,35791,48,4,94.34,3,173,416,Handicrafts,0
50,152861,60,4,92.33,1,254,158,Tailoring,0
47,84827,24,3,95.15,2,226,710,Handicrafts,0
54,180889,12,7,77.36,7,268,577,Farming,0
36,145265,24,1,67.86,10,149,554,Artisan,0
28,192807,60,5,92.56,1,54,187,Retail Shop,0
38,170262,36,3,96.17,2,244,477,Handicrafts,0
41,60788,48,2,93.65,1,277,353,Food Stall,0
64,77088,60,6,99.16,2,322,666,Farming,0
65,45311,48,1,96.29,1,87,309,Tailoring,0
35,136310,12,5,99.2,0,382,654,Handicrafts,0
53,143099,36,8,99.07,3,120,503,Food Stall,0
44,125836,36,1,92.15,3,187,255,Handicrafts,0
53,99954,60,6,92.17,1,138,367,Tailoring,0
54,84406,36,2,98.59,1,54,151,Retail Shop,0
30,90405,48,3,97.24,2,238,688,Artisan,0
65,114091,36,4,78.41,5,339,588,Food Stall,0
30,194624,36,8,98.53,0,59,791,Handicrafts,0
64,64006,48,8,90.16,9,333,212,Food Stall,0
43,112729,48,6,63.39,4,122,314,Farming,1
55,163888,60,3,97.28,3,168,551,Retail Shop,0
45,60244,60,7,92.98,2,140,642,Farming,0
55,45835,36,1,91.32,0,104,194,Tailoring,0
38,63133,60,1,61.68,8,294,595,Farming,0
38,80767,60,4,99.0,2,244,641,Retail Shop,0
52,131952,12,1,93.46,3,189,707,Food Stall,0
41,74584,24,3,97.04,2,311,772,Food Stall,0
65,83394,24,2,91.4,2,352,217,Farming,0
28,163217,36,1,61.31,10,242,509,Tailoring,0
59,159376,48,3,80.47,6,73,763,Food Stall,0
38,117818,36,5,94.33,2,211,537,Artisan,0
25,58911,12,7,97.44,3,51,260,Farming,0
61,37802,60,8,61.92,6,97,392,Artisan,0
45,104078,60,5,80.27,8,251,449,Farming,0
49,32828,24,7,99.81,2,93,481,Artisan,0
25,121413,24,8,93.69,0,307,501,Handicrafts,1
54,66405,60,8,97.56,3,369,475,Tailoring,0
54,53008,12,5,97.07,0,311,555,Farming,0
61,199309,36,7,89.1,4,339,445,Food Stall,0
34,86879,48,1,97.24,2,316,667,Farming,0
32,88342,12,5,92.78,0,57,298,Handicrafts,0
58,64614,36,5,94.97,1,316,700,Farming,0
44,44290,36,4,91.74,2,69,191,Retail Shop,0
60,47719,24,1,95.49,1,59,796,Artisan,0
42,155662,12,7,99.42,2,331,698,Farming,0
39,160067,60,3,99.34,1,150,471,Tailoring,0
32,60567,60,7,93.21,0,86,676,Retail Shop,0
62,39554,36,8,93.26,2,317,750,Food Stall,0
60,49626,48,6,99.19,3,170,172,Tailoring,0
64,195100,48,5,88.5,10,223,785,Tailoring,0
25,155957,48,3,95.29,2,307,552,Food Stall,0
50,50253,60,2,90.16,1,360,431,Retail Shop,0
40,100143,12,5,94.96,3,307,630,Farming,0
43,89454,48,7,94.45,3,344,747,Tailoring,0
44,114330,60,1,90.81,3,188,324,Farming,0
49,157756,60,7,98.58,0,69,172,Tailoring,0
49,186007,12,3,94.22,2,117,477,Handicrafts,0
51,127157,12,3,92.41,3,197,286,Tailoring,0
35,151854,60,4,99.21,1,262,597,Retail Shop,0
27,61015,36,2,91.35,0,329,558,Artisan,0
36,45837,24,3,77.99,4,165,576,Farming,0
51,173811,12,5,91.5,1,276,517,Artisan,0
59,197077,60,1,99.31,1,108,183,Tailoring,0
61,193734,24,3,99.7,2,74,580,Retail Shop,1
47,110961,60,8,79.84,6,394,323,Retail Shop,1
58,187511,12,7,92.76,2,192,774,Artisan,0
44,35097,12,4,76.73,4,286,462,Tailoring,0
42,106213,12,3,90.33,3,168,657,Retail Shop,0
39,162238,24,4,82.35,8,312,393,Artisan,0
32,35051,60,2,90.21,2,135,593,Artisan,0
56,198930,60,5,98.27,3,197,367,Tailoring,0
38,41020,12,6,98.35,0,59,598,Food Stall,0
61,135433,24,2,90.37,1,231,475,Farming,0
55,160233,24,7,90.73,3,96,159,Food Stall,0
55,75777,60,7,92.22,0,208,772,Handicrafts,0
52,177753,36,2,92.68,2,146,660,Food Stall,0
22,72211,12,8,84.66,7,338,696,Food Stall,0
55,86600,24,3,99.9,3,209,650,Artisan,0
45,69160,12,1,94.81,1,307,171,Farming,0
45,70741,60,3,73.84,2,347,201,Artisan,0
27,57492,24,1,98.13,3,327,205,Tailoring,0
28,129383,24,1,97.34,1,111,251,Farming,0
63,60639,24,6,98.01,3,339,298,Farming,0
58,127272,48,7,92.48,3,163,269,Food Stall,0
52,131814,48,1,99.89,0,193,556,Artisan,0
65,191601,36,6,90.47,2,322,262,Farming,0
65,126740,24,1,65.21,3,204,435,Artisan,0
63,187571,12,8,92.17,2,363,281,Artisan,0
61,36373,12,2,93.08,3,300,446,Handicrafts,0
24,118919,36,5,74.78,4,121,200,Artisan,0
37,52358,24,3,98.44,2,219,648,Tailoring,0
32,121801,48,5,99.67,2,346,245,Tailoring,0
41,87290,48,3,77.36,9,100,599,Artisan,0
48,127228,60,4,91.8,3,382,253,Tailoring,0
41,92970,60,4,95.23,0,148,201,Tailoring,0
42,134840,24,3,90.56,2,186,183,Retail Shop,0
53,109344,24,4,78.0,9,299,169,Artisan,0
24,144602,48,2,71.55,4,275,786,Handicrafts,0
29,178097,60,3,87.63,9,368,520,Food Stall,0
59,65389,24,8,98.95,0,226,772,Retail Shop,0
39,150369,36,7,90.8,3,166,622,Tailoring,0
31,87415,60,8,99.06,0,376,758,Farming,0
30,36213,60,8,98.31,3,251,273,Handicrafts,0
60,41499,48,4,93.5,3,220,462,Tailoring,0
22,68832,60,3,96.31,3,381,157,Retail Shop,0
26,169308,24,1,90.89,3,385,368,Retail Shop,0
28,194309,24,1,76.98,5,101,562,Farming,1
29,133454,36,1,90.37,0,168,331,Handicrafts,0
38,114653,48,1,95.16,2,185,695,Farming,0
37,166976,60,1,94.8,2,389,257,Retail Shop,0
39,97947,36,3,96.93,2,166,784,Retail Shop,0
61,37156,24,3,96.45,3,111,586,Tailoring,0
47,85040,24,8,96.72,2,64,656,Retail Shop,0
62,108147,60,1,97.09,1,274,231,Food Stall,0
43,40886,36,2,90.86,2,389,769,Tailoring,0
32,167896,48,3,93.54,5,206,224,Retail Shop,0
59,181557,12,1,86.16,4,316,785,Handicrafts,0
47,165551,48,8,99.53,2,365,242,Handicrafts,0
33,88804,24,7,94.98,2,386,370,Artisan,0
33,121448,12,8,91.98,0,342,367,Retail Shop,0
38,119168,24,7,94.27,2,391,607,Handicrafts,0
54,39922,48,5,97.85,3,144,688,Retail Shop,0
55,97934,24,4,99.36,1,384,259,Handicrafts,0
23,199681,24,7,94.44,1,375,318,Food Stall,0
27,184374,36,5,93.22,5,393,608,Tailoring,0
47,73389,12,4,88.49,9,217,759,Food Stall,0
55,99956,12,6,99.05,1,307,322,Retail Shop,0
62,119621,24,2,99.14,3,273,285,Tailoring,0
34,143008,24,1,94.59,10,384,244,Food Stall,0
61,37213,60,4,90.76,3,107,619,Retail Shop,0
35,42004,48,1,90.17,2,180,313,Retail Shop,0
27,158917,24,3,93.27,0,121,621,Food Stall,0
46,120861,60,2,99.34,2,290,332,Handicrafts,0
62,121874,48,6,90.15,2,210,435,Food Stall,0
44,35793,60,1,92.19,3,379,597,Handicrafts,0
45,45051,36,3,98.84,0,229,632,Tailoring,0
34,54505,36,2,79.41,5,275,368,Retail Shop,0
37,183699,12,2,82.9,3,70,231,Retail Shop,0
58,136238,24,3,93.84,0,176,179,Tailoring,0
61,58522,12,5,93.88,8,114,672,Tailoring,0
53,43490,60,8,95.13,2,189,516,Handicrafts,0
53,56994,60,6,94.08,3,193,259,Farming,0
58,159692,12,5,91.62,1,96,597,Handicrafts,0
40,48781,60,5,95.36,2,345,383,Tailoring,0
46,119397,60,3,76.12,5,295,252,Food Stall,0
35,186070,60,1,91.03,3,244,714,Handicrafts,0
54,113031,12,1,91.05,8,196,369,Food Stall,0
47,101093,12,7,94.65,1,131,800,Artisan,0
60,71373,24,6,96.29,3,180,392,Handicrafts,0
56,75882,48,7,90.77,2,390,654,Farming,0
37,119802,60,7,98.16,0,235,466,Food Stall,0
39,197402,48,7,98.8,2,198,262,Handicrafts,0
35,185497,12,8,91.27,2,86,207,Food Stall,0
32,186404,60,2,97.49,0,114,772,Retail Shop,0
31,84141,36,8,92.35,3,65,238,Retail Shop,0
33,30459,60,8,66.97,7,256,407,Tailoring,0
44,118861,60,2,95.55,0,205,655,Artisan,0
63,140522,48,7,85.68,9,193,536,Handicrafts,0
24,52019,48,6,90.36,3,277,370,Farming,1
30,57758,48,4,93.25,2,221,598,Food Stall,0
44,152294,24,2,94.13,2,180,605,Tailoring,0
40,71556,48,8,95.89,0,355,341,Food Stall,1
37,66431,48,2,93.13,3,72,451,Farming,0
27,65126,60,4,91.02,0,137,773,Artisan,0
54,84529,36,3,76.76,2,309,554,Tailoring,0
34,196496,48,2,93.86,0,55,206,Food Stall,0
58,165139,60,6,98.0,0,253,232,Farming,1
24,46500,60,3,71.53,10,334,286,Tailoring,0
48,70330,48,5,93.76,0,251,642,Artisan,0
29,42595,24,2,95.45,3,196,450,Retail Shop,0
64,100045,60,5,60.2,2,299,307,Food Stall,0
32,135101,60,7,64.9,2,260,609,Retail Shop,0
34,47927,48,1,99.24,1,71,322,Artisan,0
63,123236,60,8,90.33,3,96,442,Retail Shop,0
26,148198,60,3,92.56,3,221,497,Retail Shop,0
52,117874,60,4,66.4,5,219,793,Tailoring,0
